iter	Passed	Remaining
484	1304	4073
485	1306	4069
486	1308	4066
487	1311	4063
488	1314	4060
489	1316	4057
490	1320	4056
491	1322	4053
492	1324	4049
493	1327	4046
494	1329	4042
495	1332	4039
496	1334	4036
497	1337	4033
498	1339	4030
499	1342	4027
500	1345	4024
501	1347	4021
502	1350	4018
503	1352	4015
504	1355	4012
505	1357	4009
506	1360	4005
507	1362	4001
508	1364	3997
509	1367	3995
510	1370	3992
511	1373	3990
512	1376	3990
513	1379	3989
514	1383	3988
515	1386	3987
516	1389	3985
517	1403	4014
518	1406	4012
519	1408	4010
520	1417	4023
521	1420	4021
522	1423	4019
523	1426	4017
524	1429	4015
525	1432	4013
526	1435	4012
527	1438	4011
528	1441	4009
529	1444	4007
530	1448	4006
531	1451	4005
532	1454	4003
533	1457	4001
534	1461	4000
535	1464	4000
536	1467	3998
537	1470	3996
538	1473	3992
539	1475	3989
540	1478	3986
541	1481	3984
542	1483	3981
543	1486	3978
544	1488	3975
545	1491	3971
546	1494	3968
547	1496	3965
548	1499	3962
549	1501	3959
550	1504	3956
551	1507	3953
552	1509	3950
553	1512	3949
554	1515	3946
555	1518	3944
556	1521	3941
557	1523	3938
558	1526	3934
559	1529	3932
560	1531	3928
561	1534	3925
562	1536	3922
563	1539	3919
564	1541	3916
565	1544	3912
566	1546	3909
567	1549	3906
568	1552	3903
569	1554	3900
570	1557	3896
571	1559	3894
572	1562	3890
573	1565	3887
574	1568	3885
575	1570	3883
576	1573	3881
577	1576	3879
578	1580	3879
579	1583	3877
580	1586	3874
581	1589	3872
582	1592	3869
583	1595	3867
584	1597	3864
585	1600	3861
586	1603	3858
587	1605	3856
588	1608	3853
589	1611	3850
590	1613	3847
591	1616	3844
592	1618	3841
593	1621	3838
594	1624	3835
595	1627	3832
596	1629	3829
597	1632	3826
598	1634	3823
599	1637	3820
600	1640	3818
601	1642	3814
602	1645	3811
603	1648	3809
604	1650	3805
605	1653	3803
606	1655	3800
607	1658	3797
608	1661	3794
609	1663	3791
610	1666	3789
611	1669	3786
612	1671	3782
613	1674	3780
614	1677	3777
615	1680	3774
616	1682	3772
617	1685	3769
618	1688	3766
619	1691	3764
620	1693	3760
621	1696	3757
622	1698	3754
623	1701	3751
624	1703	3748
625	1707	3747
626	1710	3744
627	1712	3741
628	1715	3738
629	1717	3734
630	1720	3731
631	1722	3728
632	1724	3725
633	1727	3722
634	1730	3719
635	1732	3716
636	1735	3712
637	1737	3710
638	1740	3707
639	1743	3704
640	1745	3701
641	1748	3697
642	1750	3694
643	1753	3691
644	1755	3687
645	1757	3684
646	1760	3680
647	1762	3677
648	1764	3673
649	1767	3670
650	1769	3667
651	1772	3664
652	1774	3661
653	1777	3658
654	1780	3655
655	1782	3652
656	1785	3649
657	1787	3645
658	1790	3642
659	1792	3639
660	1794	3635
661	1797	3632
662	1799	3628
663	1801	3625
664	1804	3621
665	1806	3618
666	1808	3615
667	1811	3611
668	1813	3608
669	1816	3605
670	1819	3602
671	1821	3600
672	1825	3598
673	1828	3597
674	1831	3595
675	1834	3593
676	1837	3591
677	1840	3589
678	1843	3587
679	1846	3584
680	1849	3582
681	1852	3580
682	1855	3578
683	1859	3576
684	1861	3574
685	1868	3579
686	1871	3577
687	1874	3574
688	1877	3571
689	1881	3572
690	1885	3570
691	1888	3569
692	1891	3567
693	1900	3576
694	1903	3574
695	1906	3571
696	1911	3573
697	1913	3569
698	1916	3566
699	1918	3563
700	1920	3559
701	1923	3556
702	1926	3553
703	1928	3550
704	1930	3546
705	1933	3543
706	1935	3540
707	1938	3537
708	1940	3534
709	1943	3531
710	1946	3528
711	1948	3525
712	1951	3522
713	1953	3519
714	1956	3515
715	1958	3513
716	1961	3510
717	1964	3507
718	1966	3504
719	1969	3501
720	1971	3498
721	1974	3495
722	1977	3491
723	1979	3488
724	1982	3486
725	1985	3484
726	1988	3481
727	1990	3478
728	1992	3474
729	1995	3471
730	1998	3469
731	2001	3466
732	2003	3463
733	2006	3460
734	2008	3457
735	2011	3454
736	2014	3451
737	2016	3448
738	2019	3445
739	2022	3442
740	2024	3440
741	2027	3437
742	2030	3434
743	2033	3432
744	2035	3429
745	2038	3426
746	2041	3423
747	2043	3420
748	2046	3417
749	2048	3414
750	2051	3411
751	2053	3408
752	2056	3405
753	2059	3404
754	2062	3401
755	2065	3398
756	2067	3394
757	2069	3391
758	2072	3388
759	2074	3385
760	2077	3382
761	2080	3379
762	2082	3376
763	2085	3373
764	2087	3370
765	2090	3367
766	2093	3365
767	2095	3362
768	2098	3359
769	2101	3356
770	2103	3353
771	2106	3350
772	2108	3347
773	2111	3344
774	2114	3341
775	2116	3338
776	2119	3335
777	2121	3332
778	2124	3329
779	2127	3326
780	2129	3323
781	2132	3320
782	2134	3317
783	2137	3314
784	2139	3311
785	2142	3308
786	2144	3305
787	2147	3302
788	2149	3299
789	2152	3296
790	2155	3294
791	2157	3291
792	2160	3288
793	2163	3286
794	2166	3283
795	2168	3280
796	2171	3277
797	2174	3274
798	2177	3272
799	2179	3269
800	2182	3266
801	2184	3263
802	2187	3260
803	2190	3259
804	2193	3256
805	2196	3253
806	2198	3250
807	2201	3247
808	2203	3244
809	2207	3242
810	2210	3240
811	2213	3238
812	2216	3235
813	2219	3233
814	2222	3231
815	2225	3229
816	2228	3226
817	2231	3224
818	2234	3221
819	2237	3219
820	2240	3216
821	2242	3214
822	2245	3211
823	2248	3209
824	2251	3206
825	2254	3204
826	2257	3202
827	2260	3199
828	2262	3196
829	2265	3193
830	2268	3191
831	2271	3188
832	2273	3185
833	2276	3182
834	2279	3179
835	2281	3177
836	2284	3174
837	2287	3171
838	2289	3168
839	2293	3166
840	2296	3164
841	2299	3162
842	2302	3160
843	2306	3158
844	2309	3156
845	2312	3155
846	2316	3153
847	2320	3151
848	2323	3149
849	2326	3148
850	2333	3150
851	2336	3148
852	2340	3147
853	2344	3145
854	2347	3144
855	2351	3142
856	2354	3140
857	2357	3138
858	2361	3136
859	2364	3134
860	2367	3132
861	2372	3131
862	2375	3129
863	2378	3127
864	2382	3125
865	2385	3123
866	2388	3121
867	2391	3119
868	2394	3116
869	2397	3114
870	2400	3111
871	2403	3109
872	2406	3106
873	2409	3103
874	2411	3101
875	2414	3098
876	2417	3095
877	2420	3093
878	2423	3090
879	2425	3087
880	2428	3084
881	2431	3081
882	2433	3078
883	2436	3076
884	2439	3073
885	2441	3070
886	2444	3067
887	2447	3064
888	2449	3061
889	2452	3058
890	2454	3055
891	2457	3052
892	2459	3049
893	2462	3046
894	2465	3043
895	2467	3040
896	2470	3037
897	2472	3034
898	2475	3031
899	2478	3029
900	2481	3026
901	2484	3024
902	2487	3021
903	2493	3022
904	2496	3020
905	2499	3017
906	2501	3014
907	2504	3011
908	2507	3009
909	2509	3006
910	2512	3003
911	2515	3000
912	2517	2997
913	2520	2994
914	2523	2991
915	2526	2989
916	2528	2986
917	2531	2983
918	2533	2980
919	2536	2977
920	2539	2974
921	2541	2972
922	2544	2969
923	2547	2966
924	2549	2963
925	2552	2960
926	2554	2956
927	2557	2953
928	2559	2950
929	2562	2947
930	2564	2944
931	2567	2941
932	2569	2938
933	2572	2935
934	2574	2932
935	2577	2929
936	2579	2926
937	2582	2923
938	2585	2921
939	2588	2918
940	2590	2915
941	2593	2912
942	2596	2910
943	2598	2907
944	2601	2904
945	2604	2902
946	2607	2899
947	2609	2896
948	2612	2893
949	2615	2890
950	2617	2887
951	2620	2884
952	2623	2882
953	2626	2879
954	2629	2876
955	2631	2873
956	2634	2870
957	2636	2868
958	2639	2865
959	2642	2862
960	2644	2859
961	2647	2856
962	2649	2853
963	2652	2850
964	2655	2847
965	2658	2845
966	2660	2842
967	2663	2839
968	2666	2836
969	2668	2834
970	2671	2831
971	2674	2828
972	2677	2825
973	2679	2822
974	2682	2819
975	2684	2816
976	2687	2814
977	2690	2811
978	2693	2808
979	2696	2806
980	2698	2803
981	2701	2800
982	2704	2797
983	2706	2794
984	2708	2791
985	2711	2788
986	2714	2785
987	2716	2782
988	2719	2779
989	2722	2777
990	2724	2773
991	2727	2771
992	2729	2768
993	2732	2765
994	2734	2762
995	2737	2759
996	2739	2756
997	2742	2753
998	2744	2750
999	2747	2747
1000	2751	2745
1001	2754	2743
1002	2757	2740
1003	2760	2738
1004	2763	2736
1005	2767	2734
1006	2770	2732
1007	2775	2731
1008	2780	2731
1009	2784	2728
1010	2786	2726
1011	2789	2723
1012	2792	2721
1013	2795	2718
1014	2798	2716
1015	2801	2713
1016	2804	2710
1017	2807	2708
1018	2810	2705
1019	2813	2702
1020	2816	2700
1021	2819	2697
1022	2826	2698
1023	2828	2696
1024	2832	2693
1025	2835	2691
1026	2838	2688
1027	2841	2686
1028	2843	2683
1029	2846	2680
1030	2848	2677
1031	2851	2674
1032	2853	2671
1033	2856	2668
1034	2859	2665
1035	2861	2662
1036	2864	2659
1037	2866	2656
1038	2869	2653
1039	2871	2650
1040	2874	2648
1041	2876	2645
1042	2879	2642
1043	2881	2639
1044	2884	2636
1045	2887	2633
1046	2889	2630
1047	2891	2627
1048	2894	2624
1049	2897	2621
1050	2899	2618
1051	2902	2615
1052	2905	2612
1053	2907	2609
1054	2910	2606
1055	2912	2603
1056	2915	2600
1057	2917	2597
1058	2920	2594
1059	2922	2591
1060	2925	2588
1061	2927	2585
1062	2930	2582
1063	2932	2580
1064	2935	2577
1065	2938	2574
1066	2940	2571
1067	2943	2568
1068	2945	2565
1069	2949	2563
1070	2952	2560
1071	2955	2558
1072	2958	2555
1073	2962	2554
1074	2965	2551
1075	2968	2549
1076	2971	2546
1077	2973	2543
1078	2976	2540
1079	2979	2538
1080	2982	2535
1081	2984	2532
1082	2987	2529
1083	2990	2526
1084	2992	2523
1085	2995	2521
1086	2998	2518
1087	3000	2515
1088	3003	2512
1089	3006	2509
1090	3008	2507
1091	3011	2504
1092	3013	2501
1093	3016	2498
1094	3019	2495
1095	3021	2492
1096	3023	2489
1097	3026	2486
1098	3028	2483
1099	3031	2480
1100	3034	2477
1101	3036	2474
1102	3039	2471
1103	3042	2468
1104	3044	2465
1105	3047	2463
1106	3049	2460
1107	3052	2457
1108	3054	2454
1109	3057	2451
1110	3060	2448
1111	3062	2445
1112	3065	2443
1113	3068	2440
1114	3070	2437
1115	3073	2434
1116	3075	2431
1117	3078	2428
1118	3080	2425
1119	3083	2422
1120	3086	2419
1121	3088	2417
1122	3091	2414
1123	3094	2411
1124	3096	2408
1125	3099	2405
1126	3102	2402
1127	3104	2400
1128	3107	2397
1129	3109	2394
1130	3112	2391
1131	3115	2388
1132	3117	2385
1133	3120	2382
1134	3122	2379
1135	3125	2376
1136	3128	2374
1137	3130	2371
1138	3133	2368
1139	3136	2365
1140	3138	2363
1141	3141	2360
1142	3144	2357
1143	3146	2354
1144	3149	2351
1145	3152	2349
1146	3154	2346
1147	3158	2343
1148	3160	2341
1149	3163	2338
1150	3166	2335
1151	3168	2332
1152	3171	2330
1153	3174	2327
1154	3177	2324
1155	3179	2321
1156	3182	2318
1157	3185	2315
1158	3187	2313
1159	3190	2310
1160	3193	2307
1161	3195	2304
1162	3198	2301
1163	3201	2299
1164	3204	2296
1165	3206	2293
1166	3209	2290
1167	3212	2288
1168	3214	2285
1169	3217	2282
1170	3220	2279
1171	3223	2277
1172	3226	2274
1173	3229	2272
1174	3233	2270
1175	3236	2267
1176	3239	2265
1177	3242	2262
1178	3246	2260
1179	3250	2258
1180	3253	2256
1181	3256	2253
1182	3259	2250
1183	3262	2248
1184	3266	2246
1185	3269	2244
1186	3272	2241
1187	3275	2238
1188	3278	2236
1189	3281	2233
1190	3284	2231
1191	3287	2228
1192	3290	2225
1193	3293	2223
1194	3296	2220
1195	3299	2218
1196	3303	2216
1197	3306	2213
1198	3309	2211
1199	3313	2208
1200	3315	2206
1201	3318	2203
1202	3321	2200
1203	3324	2198
1204	3327	2195
1205	3330	2192
1206	3333	2189
1207	3336	2187
1208	3338	2184
1209	3341	2181
1210	3344	2179
1211	3347	2176
1212	3351	2174
1213	3354	2171
1214	3357	2169
1215	3361	2167
1216	3364	2164
1217	3367	2162
1218	3371	2159
1219	3374	2157
1220	3377	2155
1221	3381	2152
1222	3383	2149
1223	3386	2147
1224	3389	2144
1225	3392	2141
1226	3395	2138
1227	3398	2136
1228	3400	2133
1229	3403	2130
1230	3406	2127
1231	3409	2125
1232	3411	2122
1233	3414	2119
1234	3417	2116
1235	3419	2113
1236	3422	2111
1237	3424	2108
1238	3427	2105
1239	3430	2102
1240	3432	2099
1241	3435	2096
1242	3438	2093
1243	3440	2090
1244	3443	2088
1245	3446	2085
1246	3449	2083
1247	3452	2080
1248	3455	2077
1249	3459	2075
1250	3462	2072
1251	3465	2070
1252	3468	2067
1253	3471	2064
1254	3473	2062
1255	3476	2059
1256	3479	2056
1257	3482	2054
1258	3485	2051
1259	3488	2048
1260	3490	2045
1261	3493	2043
1262	3496	2040
1263	3498	2037
1264	3501	2034
1265	3504	2031
1266	3507	2028
1267	3509	2026
1268	3512	2023
1269	3515	2020
1270	3517	2017
1271	3519	2014
1272	3522	2011
1273	3525	2008
1274	3527	2006
1275	3530	2003
1276	3533	2000
1277	3536	1997
1278	3538	1994
1279	3541	1992
1280	3544	1989
1281	3547	1986
1282	3549	1983
1283	3552	1980
1284	3555	1978
1285	3557	1975
1286	3560	1972
1287	3563	1969
1288	3566	1967
1289	3570	1964
1290	3572	1962
1291	3575	1959
1292	3578	1956
1293	3581	1953
1294	3583	1950
1295	3586	1948
1296	3588	1945
1297	3591	1942
1298	3594	1939
1299	3596	1936
1300	3599	1933
1301	3602	1931
1302	3604	1928
1303	3607	1925
1304	3610	1922
1305	3613	1919
1306	3615	1917
1307	3618	1914
1308	3621	1911
1309	3623	1908
1310	3626	1905
1311	3629	1903
1312	3631	1900
1313	3634	1897
1314	3637	1894
1315	3640	1892
1316	3643	1889
1317	3645	1886
1318	3648	1883
1319	3650	1880
1320	3653	1877
1321	3655	1874
1322	3658	1871
1323	3660	1869
1324	3663	1866
1325	3665	1863
1326	3668	1860
1327	3671	1857
1328	3673	1854
1329	3676	1851
1330	3678	1849
1331	3681	1846
1332	3683	1843
1333	3686	1840
1334	3688	1837
1335	3691	1834
1336	3693	1831
1337	3696	1828
1338	3698	1825
1339	3701	1822
1340	3703	1820
1341	3706	1817
1342	3708	1814
1343	3711	1811
1344	3714	1808
1345	3716	1805
1346	3719	1803
1347	3722	1800
1348	3725	1797
1349	3728	1795
1350	3731	1792
1351	3734	1789
1352	3738	1787
1353	3741	1785
1354	3744	1782
1355	3747	1779
1356	3750	1777
1357	3753	1774
1358	3756	1771
1359	3759	1769
1360	3761	1766
1361	3764	1763
1362	3767	1760
1363	3771	1758
1364	3774	1755
1365	3777	1753
1366	3780	1750
1367	3782	1747
1368	3785	1744
1369	3788	1742
1370	3791	1739
1371	3794	1736
1372	3797	1734
1373	3800	1731
1374	3803	1728
1375	3806	1725
1376	3808	1723
1377	3811	1720
1378	3814	1717
1379	3817	1715
1380	3820	1712
1381	3823	1709
1382	3826	1707
1383	3829	1704
1384	3832	1701
1385	3835	1698
1386	3837	1696
1387	3840	1693
1388	3842	1690
1389	3845	1687
1390	3848	1684
1391	3850	1681
1392	3853	1679
1393	3856	1676
1394	3858	1673
1395	3861	1670
1396	3863	1667
1397	3866	1664
1398	3869	1662
1399	3871	1659
1400	3874	1656
1401	3876	1653
1402	3879	1650
1403	3881	1647
1404	3884	1644
1405	3886	1642
1406	3889	1639
1407	3891	1636
1408	3894	1633
1409	3896	1630
1410	3899	1627
1411	3901	1624
1412	3904	1621
1413	3906	1619
1414	3909	1616
1415	3911	1613
1416	3914	1610
1417	3916	1607
1418	3919	1604
1419	3922	1602
1420	3925	1599
1421	3928	1596
1422	3932	1594
1423	3934	1591
1424	3937	1588
1425	3940	1586
1426	3943	1583
1427	3945	1580
1428	3948	1577
1429	3951	1574
1430	3953	1572
1431	3956	1569
1432	3959	1566
1433	3961	1563
1434	3964	1560
1435	3966	1557
1436	3969	1555
1437	3971	1552
1438	3974	1549
1439	3977	1546
1440	3979	1543
1441	3982	1541
1442	3985	1538
1443	3987	1535
1444	3990	1532
1445	3992	1529
1446	3995	1526
1447	3998	1524
1448	4000	1521
1449	4003	1518
1450	4006	1515
1451	4008	1512
1452	4011	1510
1453	4013	1507
1454	4016	1504
1455	4018	1501
1456	4021	1498
1457	4023	1495
1458	4026	1493
1459	4029	1490
1460	4031	1487
1461	4034	1484
1462	4036	1481
1463	4039	1478
1464	4041	1476
1465	4044	1473
1466	4046	1470
1467	4049	1467
1468	4052	1464
1469	4054	1461
1470	4057	1459
1471	4059	1456
1472	4062	1453
1473	4065	1450
1474	4067	1447
1475	4070	1445
1476	4073	1442
1477	4075	1439
1478	4078	1436
1479	4081	1433
1480	4084	1431
1481	4086	1428
1482	4089	1425
1483	4091	1422
1484	4094	1419
1485	4097	1417
1486	4099	1414
1487	4102	1411
1488	4105	1408
1489	4107	1405
1490	4110	1403
1491	4112	1400
1492	4115	1397
1493	4117	1394
1494	4120	1391
1495	4123	1389
1496	4125	1386
1497	4128	1383
1498	4131	1380
1499	4133	1377
1500	4136	1375
1501	4139	1372
1502	4141	1369
1503	4143	1366
1504	4146	1363
1505	4148	1360
1506	4151	1358
1507	4154	1355
1508	4156	1352
1509	4158	1349
1510	4161	1346
1511	4163	1343
1512	4166	1341
1513	4169	1338
1514	4171	1335
1515	4174	1332
1516	4177	1329
1517	4179	1327
1518	4182	1324
1519	4184	1321
1520	4187	1318
1521	4189	1315
1522	4191	1312
1523	4194	1310
1524	4200	1308
1525	4203	1305
1526	4206	1302
1527	4209	1300
1528	4211	1297
1529	4214	1294
1530	4218	1292
1531	4221	1289
1532	4224	1286
1533	4227	1284
1534	4230	1281
1535	4233	1278
1536	4236	1276
1537	4240	1273
1538	4243	1271
1539	4245	1268
1540	4249	1265
1541	4251	1262
1542	4254	1260
1543	4257	1257
1544	4260	1254
1545	4263	1251
1546	4266	1249
1547	4269	1246
1548	4278	1245
1549	4281	1242
1550	4283	1240
1551	4286	1237
1552	4289	1234
1553	4292	1232
1554	4295	1229
1555	4298	1226
1556	4300	1223
1557	4303	1220
1558	4305	1218
1559	4308	1215
1560	4310	1212
1561	4313	1209
1562	4316	1206
1563	4319	1204
1564	4321	1201
1565	4324	1198
1566	4327	1195
1567	4329	1192
1568	4332	1190
1569	4334	1187
1570	4337	1184
1571	4340	1181
1572	4342	1178
1573	4345	1176
1574	4347	1173
1575	4350	1170
1576	4352	1167
1577	4355	1164
1578	4357	1161
1579	4360	1159
1580	4362	1156
1581	4365	1153
1582	4367	1150
1583	4370	1147
1584	4373	1145
1585	4375	1142
1586	4378	1139
1587	4380	1136
1588	4382	1133
1589	4385	1130
1590	4387	1127
1591	4390	1125
1592	4392	1122
1593	4395	1119
1594	4397	1116
1595	4399	1113
1596	4402	1110
1597	4404	1108
1598	4407	1105
1599	4409	1102
1600	4412	1099
1601	4415	1097
1602	4418	1094
1603	4421	1091
1604	4423	1088
1605	4426	1085
1606	4429	1083
1607	4431	1080
1608	4434	1077
1609	4436	1074
1610	4439	1071
1611	4441	1069
1612	4444	1066
1613	4447	1063
1614	4449	1060
1615	4452	1057
1616	4454	1055
1617	4457	1052
1618	4460	1049
1619	4462	1046
1620	4464	1043
1621	4467	1041
1622	4470	1038
1623	4472	1035
1624	4475	1032
1625	4477	1029
1626	4480	1027
1627	4482	1024
1628	4485	1021
1629	4487	1018
1630	4490	1015
1631	4492	1013
1632	4495	1010
1633	4497	1007
1634	4500	1004
1635	4503	1001
1636	4505	999
1637	4508	996
1638	4511	993
1639	4513	990
1640	4516	988
1641	4518	985
1642	4521	982
1643	4523	979
1644	4526	976
1645	4528	974
1646	4531	971
1647	4533	968
1648	4536	965
1649	4539	962
1650	4541	960
1651	4544	957
1652	4546	954
1653	4549	951
1654	4551	948
1655	4554	946
1656	4557	943
1657	4559	940
1658	4562	937
1659	4565	935
1660	4567	932
1661	4569	929
1662	4571	926
1663	4574	923
1664	4576	920
1665	4578	917
1666	4580	915
1667	4583	912
1668	4585	909
1669	4587	906
1670	4589	903
1671	4592	900
1672	4594	898
1673	4596	895
1674	4599	892
1675	4601	889
1676	4603	886
1677	4606	883
1678	4608	881
1679	4610	878
1680	4613	875
1681	4615	872
1682	4618	869
1683	4620	867
1684	4622	864
1685	4624	861
1686	4627	858
1687	4629	855
1688	4631	852
1689	4634	850
1690	4636	847
1691	4639	844
1692	4641	841
1693	4643	838
1694	4646	836
1695	4648	833
1696	4651	830
1697	4653	827
1698	4656	824
1699	4658	822
1700	4661	819
1701	4664	816
1702	4666	813
1703	4669	811
1704	4672	808
1705	4675	805
1706	4678	803
1707	4681	800
1708	4684	797
1709	4687	795
1710	4691	792
1711	4694	789
1712	4697	787
