iter	RMSE
710	985.8636204
711	985.7008293
712	985.515551
713	985.3225061
714	985.1824846
715	984.9657647
716	984.8589491
717	984.730264
718	984.5229013
719	984.3086851
720	984.1334429
721	984.0368353
722	983.9153128
723	983.6780125
724	983.4480485
725	983.3362447
726	983.1881011
727	983.0314494
728	982.8510536
729	982.7067109
730	982.5683278
731	982.3714042
732	982.246753
733	982.0196188
734	981.910576
735	981.5975362
736	981.4647451
737	981.382082
738	981.2312496
739	981.0308268
740	980.8699542
741	980.7458373
742	980.5269207
743	980.3277648
744	980.1882036
745	980.0673957
746	979.89063
747	979.7100833
748	979.5603305
749	979.4326324
750	979.347663
751	979.2389584
752	979.0606966
753	978.9444007
754	978.8362168
755	978.729983
756	978.5654134
757	978.4776797
758	978.3120037
759	978.2204073
760	978.0695374
761	977.8765106
762	977.6869105
763	977.5405804
764	977.3272317
765	977.2006234
766	977.1386959
767	976.9900708
768	976.8649933
769	976.7220762
770	976.6466005
771	976.4833049
772	976.3408718
773	976.2018928
774	976.0055451
775	975.8079263
776	975.6942871
777	975.5765002
778	975.3708783
779	975.1607044
780	975.0598236
781	974.8792309
782	974.735134
783	974.5299941
784	974.4677768
785	974.3405758
786	974.2434449
787	974.0122843
788	973.8836708
789	973.7537546
790	973.6400819
791	973.5264675
792	973.3357113
793	973.2304448
794	973.0335449
795	972.9245418
796	972.8198979
797	972.6994543
798	972.4824669
799	972.3203974
800	972.018109
801	971.9017778
802	971.6773164
803	971.5210377
804	971.4467549
805	971.3253341
806	971.1640385
807	971.0316332
808	970.8984639
809	970.7009307
810	970.5775182
811	970.4830172
812	970.4225019
813	970.2015745
814	970.0681746
815	969.9222466
816	969.7507926
817	969.6483154
818	969.4293243
819	969.3230697
820	969.1196074
821	969.0499459
822	968.8618688
823	968.7513762
824	968.5690603
825	968.3108223
826	968.1220995
827	967.9423289
828	967.7267818
829	967.4998907
830	967.4208663
831	967.3274633
832	967.0639241
833	966.847618
834	966.7768527
835	966.5056038
836	966.38631
837	966.2844519
838	966.1676521
839	966.0321917
840	965.9249599
841	965.760147
842	965.610435
843	965.479541
844	965.3187586
845	965.2598218
846	965.0820763
847	964.9822364
848	964.7637803
849	964.5873432
850	964.4461172
851	964.2405408
852	964.002562
853	963.8840859
854	963.7432756
855	963.5189335
856	963.4232744
857	963.2789558
858	963.0353916
859	962.9120694
860	962.8124222
861	962.6930407
862	962.5361188
863	962.4306549
864	962.3100185
865	962.2282928
866	962.1227329
867	961.9552784
868	961.8382809
869	961.714258
870	961.5661086
871	961.3906533
872	961.2453358
873	961.0478655
874	960.8626854
875	960.6963298
876	960.525402
877	960.3639961
878	960.2320806
879	960.1183994
880	960.0717509
881	959.8442293
882	959.7570437
883	959.5740833
884	959.4731835
885	959.2806192
886	959.1197539
887	958.9569025
888	958.7400694
889	958.6418528
890	958.3920159
891	958.2496177
892	958.069455
893	957.8538035
894	957.6469842
895	957.448292
896	957.2757743
897	957.2087043
898	957.0574381
899	956.9267597
900	956.7918301
901	956.5391378
902	956.4252822
903	956.2504898
904	956.1410659
905	956.0944795
906	955.9723242
907	955.8306648
908	955.6934427
909	955.5737731
910	955.464224
911	955.3152424
912	955.2073286
913	955.1297603
914	954.9003506
915	954.7548872
916	954.6243075
917	954.3990301
918	954.2331224
919	954.1211018
920	954.0043326
921	953.8891574
922	953.7422762
923	953.6610331
924	953.5351284
925	953.2588334
926	953.0992915
927	952.9167883
928	952.7750994
929	952.6270675
930	952.5891141
931	952.4589834
932	952.2568208
933	952.0934487
934	951.95482
935	951.8462058
936	951.7795234
937	951.5634835
938	951.4377115
939	951.3116094
940	951.2138417
941	951.1288021
942	950.9854467
943	950.7627969
944	950.621613
945	950.43426
946	950.363991
947	950.142018
948	950.0080713
949	949.8809552
950	949.6836161
951	949.4897602
952	949.3257915
953	949.2167681
954	949.1103356
955	948.9872826
956	948.8596332
957	948.7025358
958	948.5453707
959	948.4271267
960	948.2541543
961	948.0687979
962	947.9075092
963	947.8068657
964	947.6460414
965	947.507032
966	947.3530629
967	947.2351903
968	947.1267705
969	946.9056235
970	946.7434958
971	946.5548525
972	946.2969974
973	946.2152117
974	946.1197293
975	945.9352965
976	945.7479956
977	945.645114
978	945.5211724
979	945.418703
980	945.3354079
981	945.2423258
982	945.0978417
983	944.9717881
984	944.8352812
985	944.756133
986	944.694097
987	944.5488135
988	944.4375415
989	944.3404051
990	944.1726805
991	944.0088181
992	943.8150442
993	943.7753241
994	943.5914009
995	943.4848084
996	943.3937268
997	943.302881
998	943.1293686
999	943.011469
1000	942.8540551
1001	942.6723282
1002	942.5501327
1003	942.472075
1004	942.3210823
1005	942.2423843
1006	942.1405732
1007	942.0229837
1008	941.865124
1009	941.7543399
1010	941.5817091
1011	941.3926335
1012	941.2924646
1013	941.1251284
1014	940.9484208
1015	940.8061804
1016	940.6449911
1017	940.5100915
1018	940.3529818
1019	940.1708156
1020	939.9832511
1021	939.8067186
1022	939.7031006
1023	939.6014856
1024	939.4771994
1025	939.3702159
1026	939.2542406
1027	939.0641364
1028	938.9677009
1029	938.7695815
1030	938.6993452
1031	938.5445626
1032	938.3404013
1033	938.2572091
1034	938.1304822
1035	938.0114242
1036	937.9338226
1037	937.7616096
1038	937.6649159
1039	937.5551154
1040	937.470897
1041	937.2915506
1042	937.121972
1043	937.0171756
1044	936.9298133
1045	936.8632588
1046	936.7726695
1047	936.7163055
1048	936.4671038
1049	936.3362475
1050	936.1903413
1051	936.0906516
1052	936.0061462
1053	935.9013246
1054	935.7755374
1055	935.6054215
1056	935.4376759
1057	935.32461
1058	935.2201846
1059	935.1317248
1060	935.0519667
1061	934.8466478
1062	934.7253801
1063	934.5625239
1064	934.4837964
1065	934.2908811
1066	934.1903263
1067	934.0648067
1068	933.9350894
1069	933.7600055
1070	933.5784837
1071	933.3805858
1072	933.2650794
1073	933.2100946
1074	933.0883491
1075	932.9462535
1076	932.8821001
1077	932.7807421
1078	932.6620209
1079	932.5489557
1080	932.419031
1081	932.2828529
1082	932.1750576
1083	932.0597643
1084	931.9242593
1085	931.8629497
1086	931.7038181
1087	931.6099767
1088	931.4280762
1089	931.3296644
1090	931.164393
1091	931.0792792
1092	930.9458106
1093	930.8806428
1094	930.7943699
1095	930.6482028
1096	930.5045094
1097	930.3738638
1098	930.2388643
1099	930.1490708
1100	929.9746176
1101	929.8837091
1102	929.784193
1103	929.6882542
1104	929.5598685
1105	929.4519655
1106	929.3262956
1107	929.2221095
1108	929.1320316
1109	929.0383192
1110	928.9434948
1111	928.755711
1112	928.5567376
1113	928.3896083
1114	928.2936902
1115	928.2381076
1116	928.112221
1117	927.926758
1118	927.8001583
1119	927.5788481
1120	927.3801307
1121	927.3427424
1122	927.1423458
1123	927.0104296
1124	926.9317125
1125	926.8294552
1126	926.6955779
1127	926.575638
1128	926.4745522
1129	926.2773188
1130	926.1649813
1131	926.0928753
1132	925.9280371
1133	925.7415093
1134	925.6704318
1135	925.6025374
1136	925.4734244
1137	925.2922241
1138	925.1180007
1139	925.0142726
1140	924.8734528
1141	924.7601441
1142	924.6498935
1143	924.602517
1144	924.530807
1145	924.4373846
1146	924.2929208
1147	924.1449914
1148	923.9857627
1149	923.7833451
1150	923.7025233
1151	923.6025232
1152	923.4768905
1153	923.3195721
1154	923.2698033
1155	923.0959237
1156	922.8883293
1157	922.7508466
1158	922.6379207
1159	922.571221
1160	922.4743505
1161	922.2962301
1162	922.2510804
1163	922.147231
1164	922.0306946
1165	921.9391429
1166	921.7669989
1167	921.6220215
1168	921.5023067
1169	921.3290238
1170	921.059673
1171	920.8919795
1172	920.7529723
1173	920.5867753
1174	920.4928731
1175	920.3728669
1176	920.2107263
1177	920.088183
1178	919.999705
1179	919.7862782
1180	919.603531
1181	919.4565847
1182	919.3866303
1183	919.236685
1184	919.1414476
1185	919.0240285
1186	918.9163417
1187	918.7498346
1188	918.5828233
1189	918.5240694
1190	918.4204126
1191	918.3465748
1192	918.2192153
1193	918.1585429
1194	917.9490806
1195	917.7876864
1196	917.6602333
1197	917.5359282
1198	917.3726598
1199	917.2272115
1200	917.1398417
1201	916.9558163
1202	916.817862
1203	916.6780445
1204	916.5648442
1205	916.4096235
1206	916.331279
1207	916.165893
1208	916.0271232
1209	915.8847556
1210	915.7090397
1211	915.6517458
1212	915.5547295
1213	915.4669306
1214	915.2815847
1215	915.2005024
1216	915.0312958
1217	914.9642356
1218	914.8569629
1219	914.7599144
1220	914.725944
1221	914.6153407
1222	914.5176424
1223	914.3763754
1224	914.2729715
1225	914.165053
1226	914.0483127
1227	913.9154745
1228	913.7693695
1229	913.6857112
1230	913.6099791
1231	913.4742758
1232	913.3757381
1233	913.2240157
1234	913.1277976
1235	913.0165817
1236	912.9002098
1237	912.7873923
1238	912.7251736
1239	912.5621331
1240	912.3996728
1241	912.2686567
1242	912.1674512
1243	912.1005377
1244	911.9831227
1245	911.9367696
1246	911.8242538
1247	911.7035435
1248	911.5916746
1249	911.4411987
1250	911.3506714
1251	911.2032129
1252	911.0426261
1253	910.7479686
1254	910.6682844
1255	910.5222655
1256	910.4071141
1257	910.2450345
1258	910.1411359
1259	909.9669704
1260	909.8938834
1261	909.7938343
1262	909.7432436
1263	909.6231116
1264	909.5508079
1265	909.4100491
1266	909.3101494
1267	909.2055809
1268	909.08218
1269	908.9608143
1270	908.8623698
1271	908.7031174
1272	908.5030233
1273	908.4337103
1274	908.3403879
1275	908.2780741
1276	908.2167772
1277	908.0997656
1278	907.962821
1279	907.7942119
1280	907.6389943
1281	907.5068299
1282	907.3616835
1283	907.210729
1284	907.0933686
1285	907.0128303
1286	906.842802
1287	906.7766649
1288	906.6875208
1289	906.5663654
1290	906.4884164
1291	906.3563393
1292	906.2282232
1293	906.147963
1294	906.011228
1295	905.8451542
1296	905.7580159
1297	905.6522553
1298	905.5403816
1299	905.441416
1300	905.3240612
1301	905.1760418
1302	905.0357377
1303	904.9434192
1304	904.8570908
1305	904.7342614
1306	904.6222016
1307	904.470518
1308	904.3555309
1309	904.2065999
1310	904.0827497
1311	903.974143
1312	903.8775917
1313	903.7530404
1314	903.6446745
1315	903.5517778
1316	903.4030848
1317	903.3072194
1318	903.1357638
1319	903.0524329
1320	902.9742227
1321	902.8590532
1322	902.7327946
1323	902.5749394
1324	902.4774807
1325	902.3785858
1326	902.269261
1327	902.1375283
1328	902.0715451
1329	901.935899
1330	901.8059234
1331	901.7719625
1332	901.6244811
1333	901.4630761
1334	901.4228102
1335	901.291634
1336	901.093797
1337	900.9961866
1338	900.8618125
1339	900.7410314
1340	900.6055872
1341	900.5033552
1342	900.3819101
1343	900.2985875
1344	900.196171
1345	900.0888699
1346	900.0315329
1347	899.8879372
1348	899.7695376
1349	899.6660154
1350	899.5885167
1351	899.5054525
1352	899.3996336
1353	899.3083334
1354	899.2480992
1355	899.1439312
1356	898.9983273
1357	898.947743
1358	898.8209105
1359	898.715812
1360	898.5954653
1361	898.4442292
1362	898.318858
1363	898.2413015
1364	898.1414491
1365	898.0426124
1366	897.9581609
1367	897.8658436
1368	897.6963907
1369	897.5951941
1370	897.4970534
1371	897.4080446
1372	897.3125316
1373	897.186839
1374	897.0747096
1375	896.9717742
1376	896.8485227
1377	896.7476574
1378	896.6108041
1379	896.5415107
1380	896.4400484
1381	896.3218646
1382	896.2131602
1383	896.1340424
1384	895.9619531
1385	895.845396
1386	895.73662
1387	895.5234437
1388	895.4047705
1389	895.337365
1390	895.2256171
1391	895.1392526
1392	894.9366819
1393	894.7819356
1394	894.7018837
1395	894.6172161
1396	894.5655456
1397	894.4799986
1398	894.3720799
1399	894.2479138
1400	894.1407918
1401	894.0545266
1402	893.9674019
1403	893.8385953
1404	893.7364491
1405	893.5691293
1406	893.4720656
1407	893.3305955
1408	893.1934627
1409	893.1225749
1410	893.0542355
1411	892.9342962
1412	892.8395253
1413	892.6885369
1414	892.5496068
1415	892.4738479
1416	892.4251951
1417	892.3242425
1418	892.225854
1419	892.1440401
1420	891.953027
1421	891.8923251
1422	891.8231432
1423	891.7263141
1424	891.5724731
1425	891.4739045
1426	891.3927062
1427	891.3302214
1428	891.2587611
1429	891.1683249
1430	891.0741531
1431	890.8960397
1432	890.8239729
1433	890.6523888
1434	890.6085707
1435	890.4789428
1436	890.3934898
1437	890.2779116
1438	890.1518109
1439	889.9860078
1440	889.8533813
1441	889.7664912
1442	889.5972109
1443	889.5113358
1444	889.3939629
1445	889.2750617
1446	889.2177997
1447	889.1277732
1448	889.0504799
1449	888.950144
1450	888.8081158
1451	888.7076936
1452	888.6056235
1453	888.5550674
1454	888.4816791
1455	888.4139872
1456	888.3196885
1457	888.2372351
1458	888.0825961
1459	888.0033637
1460	887.9052444
1461	887.8113447
1462	887.7202401
1463	887.6179531
1464	887.530714
1465	887.4555181
1466	887.3152178
1467	887.1997752
1468	887.0887993
1469	887.0506522
1470	886.9803288
1471	886.8786621
1472	886.7780026
1473	886.7141127
1474	886.5868665
1475	886.477836
1476	886.3876139
1477	886.2873123
1478	886.1362657
1479	886.0341745
1480	885.9633894
1481	885.870013
1482	885.7536528
1483	885.5551328
1484	885.4425621
1485	885.3371146
1486	885.2089626
1487	885.0919592
1488	884.9360692
1489	884.8018344
1490	884.7224376
1491	884.6612227
1492	884.570147
1493	884.4212031
1494	884.3329618
1495	884.2230558
1496	884.090501
1497	884.0066675
1498	883.9304813
1499	883.8493421
1500	883.7794032
1501	883.602654
1502	883.5605019
1503	883.4867732
1504	883.3074432
1505	883.2306965
1506	883.1160289
1507	882.975732
1508	882.8138089
1509	882.6650287
1510	882.5299853
1511	882.4173436
1512	882.348613
1513	882.251173
1514	882.114562
1515	881.9924815
1516	881.9319395
1517	881.8413149
1518	881.7420336
1519	881.6089534
1520	881.5723404
1521	881.4973886
1522	881.3761801
1523	881.2939854
1524	881.1964427
1525	881.0840891
1526	880.9649639
1527	880.8945342
1528	880.7902373
1529	880.6929477
1530	880.5921741
1531	880.5145217
1532	880.4512099
1533	880.3574059
1534	880.2453702
1535	880.1380121
1536	880.0050623
1537	879.9021587
1538	879.7933885
1539	879.678369
1540	879.5992688
1541	879.4499736
1542	879.3455162
1543	879.3033873
1544	879.1681599
1545	879.0637261
1546	878.9193272
1547	878.8532281
1548	878.8130614
1549	878.7131759
1550	878.6403638
1551	878.491584
1552	878.427543
1553	878.2761422
1554	878.1559233
1555	878.0114343
1556	877.8545059
1557	877.8241491
1558	877.7193012
1559	877.6137459
1560	877.4888812
1561	877.398697
1562	877.3323403
1563	877.2564638
1564	877.1878227
1565	877.073932
1566	876.9022351
1567	876.7447348
1568	876.6755813
1569	876.5985357
1570	876.4654072
1571	876.3792137
1572	876.2756372
1573	876.1541435
1574	876.0652078
1575	875.9010929
1576	875.8061335
1577	875.6541547
1578	875.566634
1579	875.4253676
1580	875.3006357
1581	875.1874027
1582	875.0995845
1583	875.0345801
1584	874.9389112
1585	874.8415525
1586	874.7469693
1587	874.663147
1588	874.5722971
1589	874.5100832
1590	874.4581548
1591	874.3633181
1592	874.2981806
1593	874.1873794
1594	874.1404278
1595	873.9821197
1596	873.8107215
1597	873.7345114
1598	873.6189305
1599	873.5367155
1600	873.4412419
1601	873.3451311
1602	873.2464079
1603	873.2121883
1604	873.0669155
1605	872.9590317
1606	872.8602456
1607	872.7376084
1608	872.6992229
1609	872.6022972
1610	872.5053002
1611	872.437384
1612	872.3488147
1613	872.3144862
1614	872.2203703
1615	872.1393584
1616	872.0419126
1617	871.9527585
1618	871.8892265
1619	871.8110774
1620	871.7360832
1621	871.6545884
1622	871.5458527
1623	871.4946695
1624	871.3716545
1625	871.2644656
1626	871.2216589
1627	871.097071
1628	871.0200153
1629	870.8661432
1630	870.7147936
1631	870.6241458
1632	870.5251133
1633	870.4814155
1634	870.315233
1635	870.2474893
1636	870.1998227
1637	870.1413714
1638	870.0505312
1639	869.9292649
1640	869.8476243
1641	869.7195996
1642	869.6139668
1643	869.5111546
1644	869.4082261
1645	869.188088
1646	869.0970698
1647	868.9938257
1648	868.9251703
1649	868.8234938
1650	868.7550646
1651	868.736469
1652	868.6547815
1653	868.5376981
1654	868.4128154
1655	868.3472578
1656	868.2091928
1657	868.1443045
1658	868.0948033
1659	868.0339449
1660	867.9040334
1661	867.8437902
1662	867.7397817
1663	867.6580722
1664	867.5525082
1665	867.3881812
1666	867.2648112
1667	867.1809927
1668	867.1073048
1669	867.0449719
1670	866.8914388
1671	866.814339
1672	866.683193
1673	866.6064108
1674	866.5427938
1675	866.4584036
1676	866.3777103
